"41101|2016-06-24|2016-06-25|Санкт-Петербург|Доказательная диабетология и клиническая практика|<b>Тип мероприятия:</b> Конференция (окружная, городская, областная, региональная, межрегиональная, национальная)<br /><b>Адрес:</b> ""  отель ""Новый Петергоф""<br /><b>Город:</b> Санкт-Петербург<br /><b>Организатор:</b> ""РОО ""Профессиональная Медицинская Ассоциация Эндокринологов Санкт-Петербурга""<br /><b>Целевая аудитория:</b> Эндокринологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-24|2016-06-24|Иркутск|ХРОНИЧЕСКИЕ ВИРУСНЫЕ ГЕПАТИТЫ: СОВРЕМЕННЫЕ АСПЕКТЫ ДИАГНОСТИКИ И ЛЕЧЕНИЯ|<b>Тип мероприятия:</b> Конференция (окружная, городская, областная, региональная, межрегиональная, национальная)<br /><b>Адрес:</b> ""п.Листвянка, 62км Байкальского тракта, ГК ""Прибайкальская""<br /><b>Город:</b> Иркутск<br /><b>Организатор:</b> ИОИКБ<br /><b>Целевая аудитория:</b> Инфекционисты, эпидемиологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-23|2016-06-25|Суздаль|КОНГРЕСС РОССИЙСКОГО ОБЩЕСТВА РИНОЛОГОВ|<b>Тип мероприятия:</b> Национальный конгресс<br /><b>Адрес:</b> ул. Коровники, 45<br /><b>Город:</b> Суздаль<br /><b>Организатор:</b> Российское Общество Ринологов<br /><b>Целевая аудитория:</b> Оториноларингологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-23|2016-06-23|Владивосток|Современные технологии диагностики,лечения и профилактики в интенсивной терапии|<b>Тип мероприятия:</b> Конференция (окружная, городская, областная, региональная, межрегиональная, национальная)<br /><b>Адрес:</b> ул. Семеновская, д.29, Отель Хенде<br /><b>Город:</b> Владивосток<br /><b>Организатор:</b> Сепсис Форум<br /><b>Целевая аудитория:</b> Анестезиологи-реаниматологи, хирурги, клинические фармакологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-23|2016-06-24|Санкт-Петербург|Современные аспекты лечения термической травмы|<b>Тип мероприятия:</b> Конференция (окружная, городская, областная, региональная, межрегиональная, национальная)<br /><b>Адрес:</b> Московский пр., 97А, отель «Холидей ИНН Московские Ворота»<br /><b>Город:</b> Санкт-Петербург<br /><b>Организатор:</b> Общероссийская общественная организация «Объединение комбустиологов<br /><b>Целевая аудитория:</b> Клинические фармакологи, анестезиологи-реаниматологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-23|2016-06-23|Санкт-Петербург|Сахарный диабет - социальное и экономическое бремя XXI века|<b>Тип мероприятия:</b> Конференция (окружная, городская, областная, региональная, межрегиональная, национальная)<br /><b>Адрес:</b> Батайский пер., 3а<br /><b>Город:</b> Санкт-Петербург<br /><b>Организатор:</b> Ассоциация клинических фармакологов Санкт-Петербурга<br /><b>Целевая аудитория:</b> Эндокринологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-23|2016-06-23|Владивосток|Современные технологии диагностики лечения и профилактики в интенсивной терапии|<b>Тип мероприятия:</b> Конференция (окружная, городская, областная, региональная, межрегиональная, национальная)<br /><b>Адрес:</b> ""ул.Семеновская, д.29, Отель""Хёндэ""<br /><b>Город:</b> Владивосток<br /><b>Организатор:</b> <br /><b>Целевая аудитория:</b> Врачи разных  специальностей<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-23|2016-06-25|Казань|Летняя школа Европейского общества детских гастроэнтерологов, гепатологов и нутрициологов|<b>Тип мероприятия:</b> Национальный конгресс<br /><b>Адрес:</b> ""ул. Чернышевского д.39. Отель""Рамада""<br /><b>Город:</b> Казань<br /><b>Организатор:</b> Казанский государственный медицинский университет/ Кафедра госпитальной педиатрии с курсом поликлинической педиатрии<br /><b>Целевая аудитория:</b> Детские гастроэнтерологи, гепатологи, нутрициологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-23|2016-06-24|Якутск|Школа педиатра: Актуальные вопросы охраны здоровья детей и подростков|<b>Тип мероприятия:</b> Конференция (окружная, городская, областная, региональная, межрегиональная, национальная)<br /><b>Адрес:</b> Республиканская больница №1, НЦМ ЦОМиД, Сергеляхское шоссе 4<br /><b>Город:</b> Якутск<br /><b>Организатор:</b> Министерство здравоохранения, СВФУ им.М.К.Аммосова<br /><b>Целевая аудитория:</b> Педиатры, детские гастроэнтерологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-22|2016-06-24|Москва|3-й международный практический семинар по актуальным вопросам отохирургии с курсом диссекции височной кости|<b>Тип мероприятия:</b> Конференция (окружная, городская, областная, региональная, межрегиональная, национальная)<br /><b>Адрес:</b> ул. Б.Пироговская, д.6/1 Первый МГМУ им. И.М.Сеченова<br /><b>Город:</b> Москва<br /><b>Организатор:</b> ""ООО ""Медкон""<br /><b>Целевая аудитория:</b> ЛОР врачи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-22|2016-06-24|Санкт-Петербург|""Форум ""Белые Ночи""|<b>Тип мероприятия:</b> Конференция (окружная, городская, областная, региональная, межрегиональная, национальная)<br /><b>Адрес:</b> Park Inn by Radisson Прибалтийская по адресу: г. Санкт-Петербург, ул. Кораблестроителей, д. 14<br /><b>Город:</b> Санкт-Петербург<br /><b>Организатор:</b> НИИ онкологии им.Н.Н.Петрова<br /><b>Целевая аудитория:</b> Онкологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-22|2016-06-24|Санкт-Петербург|""II Петербургский онкологический форум ""Белые ночи- 2016""|<b>Тип мероприятия:</b> Национальный конгресс<br /><b>Адрес:</b> ""ул. Кораблестроителей, 14. Конгрес-отель ""Прибалтийская""<br /><b>Город:</b> Санкт-Петербург<br /><b>Организатор:</b> РОНЦ им. Н.Н. Блохина<br /><b>Целевая аудитория:</b> Онкологи, химиотерапевты, радиологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-17|2016-06-17|Петрозаводск|Актуальные вопросы ревматологии. Школа по анкилозирующему спондилиту|<b>Тип мероприятия:</b> Конференция (окружная, городская, областная, региональная, межрегиональная, национальная)<br /><b>Адрес:</b> пл. Гагарина, д.1<br /><b>Город:</b> Петрозаводск<br /><b>Организатор:</b> ФГБОУ ВО «Петрозаводский государственный университет<br /><b>Целевая аудитория:</b> Ревматологи, терапевты <br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-16|2016-06-16|Тольятти|Современные аспекты  профилактики, диагностики и лечения ВИЧ-инфекции|<b>Тип мероприятия:</b> Конференция (окружная, городская, областная, региональная, межрегиональная, национальная)<br /><b>Адрес:</b> Бульвар Здоровья, 25<br /><b>Город:</b> Тольятти<br /><b>Организатор:</b> ГБУЗ Самарской области<br /><b>Целевая аудитория:</b> Инфекционисты <br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-15|2016-06-18|Австрия, Salzburg|European Research Organisation on Genital Infection & Neoplasia (EUROGYN)|<b>Тип мероприятия:</b> Международный конгресс<br /><b>Страна:</b> Австрия<br /><b>Адрес:</b> Auerspergstra?e 6, 5020 Salzburg, Австрия<br /><b>Город:</b> Salzburg<br /><b>Организатор:</b> EUROGIN<br /><b>Целевая аудитория:</b> Педиатры, акушер-гинекологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL
"41101|2016-06-15|2016-06-16|Хабаровск|Региональная конференция Прикладные вопросы профилактики, клинико-лабораторной дагностики и лечения ВИЧ-инфекции, СПИД-ассоциируемых заболеваний, вирусных гепатитов|<b>Тип мероприятия:</b> Конференция (окружная, городская, областная, региональная, межрегиональная, национальная)<br /><b>Адрес:</b> Ул. Краснодарская, 9<br /><b>Город:</b> Хабаровск<br /><b>Организатор:</b> ""КГБУЗ ""Центр по профилактики и борьбе со СПИД и инфекционными заболеваниями"" МЗ ХК""<br /><b>Целевая аудитория:</b> Инфекционисты, терапевты, гастроэнтерологи, педиатры, акушер-гинекологи, эпидемиологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-14|2016-06-15|Санкт-Петербург|Всероссийский межрегиональный конгресс «Балтийский медицинский форум 2016»|<b>Тип мероприятия:</b> Конференция (окружная, городская, областная, региональная, межрегиональная, национальная)<br /><b>Адрес:</b> пл.Победы, д.1 Отель Парк ИНН Пулковская<br /><b>Город:</b> Санкт-Петербург<br /><b>Организатор:</b> Комитет по здравоохранению Санкт-Петербурга<br /><b>Целевая аудитория:</b> Ревматологи, терапевты <br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-14|2016-06-15|Саратов|Актуальные вопросы диагностики и лечения ВИЧ-инфекции, хронических вирусных гепатитов, оппортунистических заболеваний у больных ВИЧ-инфекцией. Организация противотуберкулёзной помощи больным ВИЧ-инфекцией|<b>Тип мероприятия:</b> Конференция (окружная, городская, областная, региональная, межрегиональная, национальная)<br /><b>Адрес:</b> Лермонтова, 30<br /><b>Город:</b> Саратов<br /><b>Организатор:</b> ""ГУЗ ""ЦЕНТР - СПИД""<br /><b>Целевая аудитория:</b> Инфекционисты <br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-14|2016-06-16|Санкт-Петербург|XIX Кашкинские чтения|<b>Тип мероприятия:</b> Конференция (окружная, городская, областная, региональная, межрегиональная, национальная)<br /><b>Адрес:</b> Пироговская наб., д. 5/2<br /><b>Город:</b> Санкт-Петербург<br /><b>Организатор:</b> НИИ медицинской микологии им. П.Н. Кашкина<br /><b>Целевая аудитория:</b> Клинические фармакологи, анестезиологи-реаниматологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-14|2016-06-17|Москва|XVI Всероссийский съезд дерматовенерологов и косметологов|<b>Тип мероприятия:</b> Национальный конгресс<br /><b>Адрес:</b> Московская область, г. Красногорск, 65-66 км МКАД, Торгово-выставочный комплекс, корпус 2<br /><b>Город:</b> Москва<br /><b>Организатор:</b> ""ФГБУ ""Государственный научный центр дерматовенерологии и косметологии"" МЗ РФ""<br /><b>Целевая аудитория:</b> Дерматовенерологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-11|2016-06-11|Санкт-Петербург|Управление СД 2 типа на современном уровне|<b>Тип мероприятия:</b> Научно-практическая школа для врачей<br /><b>Адрес:</b> Приморское шоссе, д.484А; ресторан Гольфстрим<br /><b>Город:</b> Санкт-Петербург<br /><b>Организатор:</b> <br /><b>Целевая аудитория:</b> Эндокринологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL
"41101|2016-06-11|2016-06-15|Вена|EAACI|<b>Тип мероприятия:</b> Международный конгресс<br /><b>Адрес:</b> Messeplatz 1, Postfach 277,1021 Vienna<br /><b>Город:</b> Вена<br /><b>Организатор:</b> <br /><b>Целевая аудитория:</b> Пульмонологи, иммунологи, аллергологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL
"41101|2016-06-10|2016-06-11|Калининград|Актуальные вопросы неврологии|<b>Тип мероприятия:</b> Конференция (окружная, городская, областная, региональная, межрегиональная, национальная)<br /><b>Адрес:</b> Калининград, пл. Победы, д.10, Конференц - зал отеля «Radisson»<br /><b>Город:</b> Калининград<br /><b>Организатор:</b> Санкт-Петербургский Государственный медицинский университет им. И.П. Павлова<br /><b>Целевая аудитория:</b> Неврологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-10|2016-06-10|Нижний Новгород|""Заседание Нижегородского научного общества урологов  совместно с Межрегиональной общественной организацией содействия эффективному использованию лекарственных средств в урологии  ""Рациональная фармакотерапия в урологии""|<b>Тип мероприятия:</b> Научно-практическая школа для врачей<br /><b>Адрес:</b> ул.Советская, 12, Маринс-парк  отель<br /><b>Город:</b> Нижний Новгород<br /><b>Организатор:</b> Межрегиональная общественная организация содействия эффективному использованию ЛС в урологии<br /><b>Целевая аудитория:</b> Урологи, андрологи, клинические фармакологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL
"41101|2016-06-10|2016-06-11|Казань|""Образовательный форум ""Ошибки, опасности и осложнения в анестезиологии и реаниматологии""|<b>Тип мероприятия:</b> Конференция (окружная, городская, областная, региональная, межрегиональная, национальная)<br /><b>Адрес:</b> пр. Фатыха Амирхана, 1<br /><b>Город:</b> Казань<br /><b>Организатор:</b> ""Кафедра анестезиологии и реаниматологии; ФГНБУ ""Российский Научный Центр Хирургии""; Общественная общероссийская организация""<br /><b>Целевая аудитория:</b> Анестезиологи-реаниматологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-09|2016-06-10|Нижний Новгород|""Международная конферения травматологов-ортопедов ""Актуальные вопросы хирургии крупных суставов. Взгляд в будущее.""|<b>Тип мероприятия:</b> Конференция (окружная, городская, областная, региональная, межрегиональная, национальная)<br /><b>Адрес:</b> пр.Гагарина,27<br /><b>Город:</b> Нижний Новгород<br /><b>Организатор:</b> ""ООО ""Терра Инкогнита НН""<br /><b>Целевая аудитория:</b> Травматологи-ортопеды, хирурги<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-09|2016-06-09|Екатеринбург|Рациональный выбор терапии в управлении сахарным диабетом 2 типа|<b>Тип мероприятия:</b> Научно-практическая школа для врачей<br /><b>Адрес:</b> ""Отель ""Онегин"", ул. Розы Люксембург, 49""<br /><b>Город:</b> Екатеринбург<br /><b>Организатор:</b> <br /><b>Целевая аудитория:</b> Эндокринологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL
"41101|2016-06-09|2016-06-10|Санкт-Петербург|Интегрированная неврология.Нейродегенерация и десинхроноз|<b>Тип мероприятия:</b> Конференция (окружная, городская, областная, региональная, межрегиональная, национальная)<br /><b>Адрес:</b> ул.Оптиков,д.54<br /><b>Город:</b> Санкт-Петербург<br /><b>Организатор:</b> ФГБУ ВЦЭРМ им.А.М.Никифорова МЧС России<br /><b>Целевая аудитория:</b> Неврологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-08|2016-06-11|Лондон|European League Against Rheumatology 2016|<b>Тип мероприятия:</b> Международный конгресс<br /><b>Адрес:</b> ExCeL London,One Western Gateway,Royal Victoria Dock,London E16 1XL,United Kingdom<br /><b>Город:</b> Лондон<br /><b>Организатор:</b> EULAR 2016<br /><b>Целевая аудитория:</b> Ревматологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL
"41101|2016-06-08|2016-06-08|Челябинск|Рациональный выбор терапии в управлении сахарным диабетом 2 типа|<b>Тип мероприятия:</b> Научно-практическая школа для врачей<br /><b>Адрес:</b> ул. Лесопарковая, 6<br /><b>Город:</b> Челябинск<br /><b>Организатор:</b> <br /><b>Целевая аудитория:</b> Эндокринологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL
"41101|2016-06-07|2016-06-07|Москва|Периоперационное ведение больных в травматологии и ортопедии|<b>Тип мероприятия:</b> Конференция (окружная, городская, областная, региональная, межрегиональная, национальная)<br /><b>Адрес:</b> отель «Катерина Сити», Шлюзовая набережная д.6<br /><b>Город:</b> Москва<br /><b>Организатор:</b> РНИМУ Пирогова<br /><b>Целевая аудитория:</b> Травматологи-ортопеды<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-07|2016-06-07|Оренбург|""Областная научно-практическая конференция ""Актуальные вопросыэпидемиологии и лечения инфекционных болезней и Вич инфекции""|<b>Тип мероприятия:</b> Конференция (окружная, городская, областная, региональная, межрегиональная, национальная)<br /><b>Адрес:</b> ул. М.Горького 45, 2 учебный корпус ОрГМА<br /><b>Город:</b> Оренбург<br /><b>Организатор:</b> ОКИБ<br /><b>Целевая аудитория:</b> Инфекционисты <br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-04|2016-06-04|Волгоград|Междисциплинарная конференция Manage pain|<b>Тип мероприятия:</b> Конференция (окружная, городская, областная, региональная, межрегиональная, национальная)<br /><b>Адрес:</b> ул. Михаила Болонина, д. 7, отель Park Inn by<br /><b>Город:</b> Волгоград<br /><b>Организатор:</b> ВолГМУ<br /><b>Целевая аудитория:</b> Неврологи, ревматологи, травматологи, хирурги<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-04|2016-06-04|Челябинск|Научно-практическая школа по спондилоартритам|<b>Тип мероприятия:</b> Научно-практическая школа для врачей<br /><b>Адрес:</b> ул. Лесопарковая 6, Гостиница «Парк Сити»<br /><b>Город:</b> Челябинск<br /><b>Организатор:</b> <br /><b>Целевая аудитория:</b> Ревматологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL
"41101|2016-06-04|2016-06-04|Ставрополь|Современные технологии диагностики лечения и профилактики в интенсивной терапии|<b>Тип мероприятия:</b> Конференция (окружная, городская, областная, региональная, межрегиональная, национальная)<br /><b>Адрес:</b> ул. Семашко,1, Краевая клиническая больница<br /><b>Город:</b> Ставрополь<br /><b>Организатор:</b> МАКМАХ<br /><b>Целевая аудитория:</b> Врачи разных  специальностей<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
"41101|2016-06-03|2016-06-03|Пермь|Сложные и нерешенные проблемы анестезии и интенсивной терапиив онкологи|<b>Тип мероприятия:</b> Конференция (окружная, городская, областная, региональная, межрегиональная, национальная)<br /><b>Адрес:</b> ул. Баумана, д.15<br /><b>Город:</b> Пермь<br /><b>Организатор:</b> Московский научно-исследовательский онкологический<br /><b>Целевая аудитория:</b> Клинические фармакологи, анестезиологи-реаниматологи<br /><b>Адрес проведения:</b><br />";NULL;"0|0|1|2016-05-26 09:54:45|2016-05-26 09:54:45";NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL
